course,plannedNumberOfStudents,seniorHours,assistantHours
I-1359,60,260,700
I-1360,60,280,400
I-1361,100,260,600
I-1362,200,280,600
I-1363,60,260,420
I-1364,200,260,360
I-1365,60,260,560
I-1366,150,280,480
I-1367,200,260,400
I-1368,150,280,420
I-1369,100,260,560
I-1370,150,280,600
I-1371,200,240,500
I-1372,200,280,500
I-1373,150,260,480
I-1374,150,260,560
I-1375,100,240,560
I-1376,100,260,300
I-1377,100,280,480
I-1378,100,260,600
I-1379,200,240,560
I-1380,100,260,700
I-1381,60,240,360
I-1382,200,260,420
I-1383,60,240,480
I-1384,60,240,500
I-1385,150,240,300
I-1386,100,280,560
I-1387,60,260,360
I-1388,150,240,420
I-1389,60,280,300
I-1390,150,280,480
I-1391,60,260,300
I-1392,150,240,480
I-1393,150,280,420
I-1394,150,240,500
I-1395,200,260,500
I-1396,100,260,300
I-1397,60,280,420
I-1398,150,280,700
I-1399,150,280,300
I-1400,150,240,400
I-1401,200,260,500
I-1402,60,240,700
I-1403,100,240,360
I-1404,150,280,560
I-1405,60,240,300
I-1406,100,260,500
I-1407,200,280,300
I-1408,100,280,300
I-1409,60,240,420
I-1410,200,240,480
I-1411,150,240,420
I-1412,100,240,560
I-1413,100,280,600
I-1414,60,280,560
I-1415,200,240,600
I-1416,60,240,300
I-1417,200,260,600
I-1418,60,280,600
I-1419,60,240,360
I-1420,200,240,600
I-1421,100,280,400
I-1422,100,240,500
I-1423,60,280,480
I-1424,60,280,360
I-1425,150,280,400
I-1426,200,260,420
I-1427,60,240,300
I-1428,100,240,300
I-1429,100,240,500
I-1430,200,280,420
I-1431,60,260,360
I-1432,60,240,300
I-1433,150,260,480
I-1434,100,260,600
I-1435,150,280,420
I-1436,60,260,420
I-1437,150,240,700
I-1438,150,280,300
I-1439,200,280,400
I-1440,100,260,300
I-1441,150,280,700
I-1442,100,240,600
I-1443,100,260,480
I-1444,100,260,400
I-1445,60,260,400
I-1446,60,240,480
I-1447,100,240,400
I-1448,200,240,420
I-1449,100,240,400
I-1450,100,260,360
I-1451,60,240,360
I-1452,200,240,300
I-1453,100,280,600
I-1454,60,260,560
I-1455,150,280,400
I-1456,150,260,300
I-1457,150,280,700
I-1458,100,240,560
I-1459,100,240,600
I-1460,100,240,600
I-1461,200,260,560
I-1462,60,280,560
I-1463,150,280,500
I-1464,200,240,400
I-1465,60,260,700
I-1466,60,240,700
I-1467,60,240,400
I-1468,200,260,400
I-1469,150,280,480
I-1470,150,260,560
I-1471,150,240,360
I-1472,60,240,300
I-1473,150,280,360
I-1474,100,260,500
I-1475,100,280,400
I-1476,200,280,400
I-1477,100,260,300
I-1478,60,240,420
I-1479,60,240,700
I-1480,150,260,360
I-1481,150,260,400
I-1482,60,260,360
I-1483,60,260,480
I-1484,100,280,500
I-1485,150,240,400
I-1486,60,280,500
I-1487,100,260,480
I-1488,150,240,480
I-1489,100,260,480
I-1490,100,280,600
I-1491,60,240,300
I-1492,200,260,500
I-1493,60,280,400
I-1494,60,260,480
I-1495,100,240,560
I-1496,100,280,480
I-1497,200,260,420
I-1498,60,260,360
I-1499,150,280,420
I-1500,200,260,420
I-1501,150,240,600
I-1502,100,240,300
I-1503,150,260,700
I-1504,60,240,300
I-1505,200,260,360
I-1506,150,240,600
I-1507,150,260,420
I-1508,150,280,480
I-1509,150,280,300
I-1510,200,260,600
I-1511,200,260,500
I-1512,150,260,600
I-1513,200,240,420
I-1514,150,240,420
I-1515,150,240,400
I-1516,60,240,500
I-1517,200,260,600
I-1518,200,280,480
I-1519,200,280,560
I-1520,60,260,700
I-1521,200,260,360
I-1522,100,240,300
I-1523,200,280,500
I-1524,150,240,420
I-1525,200,240,560
I-1526,150,240,360
I-1527,200,260,420
I-1528,60,240,480
I-1529,200,280,600
I-1530,100,240,600
I-1531,60,240,600
I-1532,150,280,300
I-1533,150,280,480
I-1534,200,280,700
I-1535,200,240,420
I-1536,100,280,560
I-1537,150,240,420
I-1538,60,260,400
I-1539,60,260,600
I-1540,100,240,700
I-1541,200,260,360
I-1542,150,280,700
I-1543,60,240,560
I-1544,200,280,360
I-1545,200,280,400
I-1546,100,280,360
I-1547,100,280,600
I-1548,150,280,360
I-1549,200,260,360
I-1550,200,280,360
I-1551,100,260,300
I-1552,100,260,420
I-1553,60,280,480
I-1554,60,280,420
I-1555,150,240,300
I-1556,60,240,420
I-1557,150,260,600
I-1558,100,280,420
I-1559,100,240,560
I-1560,60,280,500
I-1561,60,240,600
I-1562,60,240,420
I-1563,100,240,480
I-1564,60,280,300
I-1565,100,260,360
I-1566,200,260,600
I-1567,150,260,300
I-1568,60,260,360
I-1569,150,240,360
I-1570,100,280,420
I-1571,60,260,400
I-1572,150,260,500
I-1573,60,280,500
I-1574,60,240,700
I-1575,100,260,300
I-1576,60,280,300
I-1577,150,280,700
I-1578,60,280,360
I-1579,60,280,360
I-1580,60,260,700
I-1581,150,240,600
I-1582,100,240,600
I-1583,200,240,600
I-1584,60,240,560
I-1585,100,240,360
I-1586,200,240,360
I-1587,60,240,480
I-1588,200,280,500
I-1589,150,260,600
I-1590,200,240,360
I-1591,150,260,600
I-1592,150,260,420
I-1593,200,240,480
I-1594,60,240,360
I-1595,100,240,480
I-1596,200,240,560
I-1597,100,280,480
I-1598,150,240,500
I-1599,60,240,700
I-1600,100,240,480
I-1601,150,240,480
I-1602,100,260,300
I-1603,100,240,560
I-1604,200,280,500
I-1605,200,260,300
I-1606,150,240,300
I-1607,200,240,420
I-1608,100,260,560
I-1609,150,240,560
I-1610,150,260,420
I-1611,150,260,560
I-1612,60,280,420
I-1613,200,260,500
I-1614,60,260,600
I-1615,150,280,480
I-1616,200,240,400
I-1617,150,260,420
I-1618,150,260,700
I-1619,60,240,600
I-1620,150,240,560
I-1621,60,280,500
I-1622,60,280,700
I-1623,200,260,560
I-1624,100,260,420
I-1625,150,280,500
I-1626,60,260,560
I-1627,100,280,400
I-1628,150,260,560
I-1629,60,240,480
I-1630,100,240,400
I-1631,150,260,300
I-1632,100,280,360
I-1633,60,280,600
I-1634,100,260,560
I-1635,150,280,500
I-1636,150,240,560
I-1637,60,240,500
I-1638,150,280,500
I-1639,100,240,300
I-1640,200,260,400
I-1641,150,240,480
I-1642,200,240,500
I-1643,100,280,300
I-1644,100,240,700
I-1645,60,240,560
I-1646,150,260,400
I-1647,60,260,480
I-1648,100,280,300
I-1649,100,240,480
I-1650,150,280,600
I-1651,200,280,300
I-1652,200,280,420
I-1653,150,280,300
I-1654,200,240,600
I-1655,200,260,560
I-1656,200,280,700
I-1657,150,240,400
I-1658,60,240,560
I-1659,150,280,560
I-1660,100,240,700
I-1661,60,240,400
I-1662,60,280,480
I-1663,100,280,700
I-1664,100,280,500
I-1665,60,260,700
I-1666,150,280,600
I-1667,100,260,700
I-1668,100,240,480
I-1669,100,260,560
I-1670,200,240,480
I-1671,100,280,700
I-1672,60,240,560
I-1673,100,280,300
I-1674,60,260,480
I-1675,150,240,600
I-1676,100,260,400
I-1677,150,260,500
I-1678,100,240,500
I-1679,200,280,500
I-1680,60,240,360
I-1681,100,260,700
I-1682,200,240,360
I-1683,150,260,480
I-1684,200,280,600
I-1685,150,280,360
I-1686,150,260,300
I-1687,200,240,500
I-1688,200,280,700
I-1689,100,240,300
I-1690,100,280,560
I-1691,200,260,300
I-1692,150,240,500
I-1693,60,280,400
I-1694,150,280,500
I-1695,100,240,300
I-1696,200,240,480
I-1697,100,260,420
I-1698,60,280,360
I-1699,60,240,360
I-1700,150,260,420
I-1701,100,260,480
I-1702,150,280,500
I-1703,150,260,560
I-1704,100,280,360
I-1705,60,280,360
I-1706,150,280,700
I-1707,100,280,560
I-1708,200,240,560
I-1709,60,240,400
I-1710,150,240,420
I-1711,200,280,700
I-1712,60,240,560
I-1713,200,260,420
I-1714,200,260,560
I-1715,100,260,360
I-1716,200,280,600
I-1717,60,280,400
I-1718,60,280,700
I-1719,100,260,360
I-1720,150,280,360
I-1721,60,260,400
I-1722,100,260,600
I-1723,100,260,300
I-1724,200,280,360
I-1725,200,240,420
I-1726,200,240,400
I-1727,100,280,400
I-1728,100,260,420
I-1729,150,280,480
I-1730,150,240,300
I-1731,100,280,560
I-1732,150,240,560
I-1733,150,260,360
I-1734,60,260,500
I-1735,200,240,420
I-1736,200,260,600
I-1737,200,240,360
I-1738,150,280,360
I-1739,150,260,420
I-1740,60,280,360
I-1741,200,240,400
I-1742,100,280,560
I-1743,60,280,420
I-1744,60,260,500
I-1745,200,280,400
I-1746,100,240,560
I-1747,150,240,480
I-1748,200,260,700
I-1749,100,260,600
I-1750,150,240,420
I-1751,150,260,400
I-1752,150,240,480
I-1753,100,260,420
I-1754,100,240,420
I-1755,150,240,500
I-1756,200,260,560
I-1757,150,260,500
I-1758,150,280,600
I-1759,60,240,480
I-1760,150,260,500
I-1761,60,260,420
I-1762,150,260,600
I-1763,150,280,360
I-1764,60,240,400
I-1765,200,260,300
I-1766,200,260,560
I-1767,60,280,560
I-1768,100,260,560
I-1769,60,280,700
I-1770,60,280,700
I-1771,100,240,420
I-1772,100,260,600
I-1773,100,260,560
I-1774,200,260,560
I-1775,150,240,360
I-1776,100,240,420
I-1777,150,240,420
I-1778,150,280,560
I-1779,60,280,420
I-1780,100,280,300
I-1781,60,280,560
I-1782,150,260,560
I-1783,60,280,480
I-1784,100,280,700
I-1785,200,280,500
I-1786,200,240,500
I-1787,60,260,560
I-1788,200,240,360
I-1789,60,280,420
I-1790,150,280,480
I-1791,60,260,500
I-1792,60,260,700
I-1793,60,240,360
I-1794,100,240,360
I-1795,150,280,400
I-1796,100,280,300
I-1797,200,280,300
I-1798,200,280,600
I-1799,100,280,700
I-1800,100,240,420
I-1801,60,260,480
I-1802,200,280,480
I-1803,150,280,560
I-1804,60,280,500
I-1805,200,260,400
I-1806,200,260,700
I-1807,60,240,600
I-1808,60,280,420
I-1809,150,240,500
I-1810,200,240,560
I-1811,200,240,500
I-1812,100,240,400
I-1813,100,280,560
I-1814,100,260,300
I-1815,60,280,600
I-1816,200,240,420
I-1817,200,280,500
I-1818,150,280,600
I-1819,200,260,480
I-1820,60,280,700
I-1821,200,240,700
I-1822,100,280,480
I-1823,150,260,420
I-1824,100,280,400
I-1825,150,240,360
I-1826,100,280,400
I-1827,200,240,600
I-1828,100,240,560
I-1829,200,280,360
I-1830,100,260,700
I-1831,100,280,700
I-1832,100,280,600
I-1833,100,280,600
I-1834,200,260,500
I-1835,150,240,700
I-1836,60,240,420
I-1837,150,260,300
I-1838,200,240,500
I-1839,200,240,480
I-1840,150,280,480
I-1841,200,260,300
I-1842,60,280,500
I-1843,150,280,360
I-1844,200,280,600
I-1845,200,240,420
I-1846,100,260,500
I-1847,100,260,600
I-1848,200,260,600
I-1849,150,240,700
I-1850,60,260,500
I-1851,200,240,560
I-1852,150,240,600
I-1853,60,240,500
I-1854,150,260,560
I-1855,150,240,480
I-1856,60,260,420
I-1857,150,240,420
I-1858,60,280,480
I-1859,200,280,600
I-1860,150,260,700
I-1861,150,240,420
I-1862,60,260,480
I-1863,150,280,560
I-1864,150,240,700
I-1865,150,240,300
I-1866,200,280,600
I-1867,60,280,480
I-1868,150,240,420
I-1869,150,280,400
I-1870,150,240,360
I-1871,100,260,600
I-1872,60,240,700
I-1873,150,260,300
I-1874,100,260,480
I-1875,200,280,500
I-1876,150,280,400
I-1877,200,240,360
I-1878,150,280,420
I-1879,200,280,480
I-1880,60,240,480
I-1881,60,240,480
I-1882,60,240,360
I-1883,100,240,400
I-1884,60,280,420
I-1885,60,260,420
I-1886,60,280,560
I-1887,200,240,480
I-1888,60,280,400
I-1889,150,260,700
I-1890,100,240,560
I-1891,60,280,420
I-1892,200,260,560
I-1893,60,240,360
I-1894,60,280,600
I-1895,100,260,480
I-1896,100,280,500
I-1897,60,260,700
I-1898,200,280,480
I-1899,150,260,480
I-1900,60,260,480
I-1901,150,240,420
I-1902,60,280,420
I-1903,200,280,420
I-1904,200,260,700
I-1905,150,240,560
I-1906,200,260,420
I-1907,200,280,360
I-1908,200,240,300
I-1909,100,260,700
I-1910,60,240,500
I-1911,150,280,420
I-1912,150,280,400
I-1913,100,240,500
I-1914,60,240,560
I-1915,100,240,360
I-1916,100,280,360
I-1917,200,260,560
I-1918,150,280,420
I-1919,100,280,500
I-1920,200,280,300
I-1921,150,240,480
I-1922,60,240,600
I-1923,200,280,400
I-1924,200,240,700
I-1925,100,260,500
I-1926,200,260,480
I-1927,200,280,500
I-1928,100,280,300
I-1929,200,280,560
I-1930,100,240,600
I-1931,60,260,500
I-1932,150,260,560
I-1933,150,240,400
I-1934,150,280,500
I-1935,150,260,700
I-1936,200,260,400
I-1937,200,280,500
I-1938,200,260,300
I-1939,60,240,600
I-1940,60,240,420
I-1941,100,260,360
I-1942,150,280,560
I-1943,150,240,500
I-1944,60,240,560
I-1945,150,260,300
I-1946,60,260,700
I-1947,100,280,400
I-1948,150,260,300
I-1949,150,280,400
I-1950,200,280,560
I-1951,150,260,420
I-1952,100,260,560
I-1953,200,240,500
I-1954,200,240,500
I-1955,60,280,700
I-1956,60,260,360
I-1957,150,280,420
I-1958,60,240,300
I-1959,100,260,560
I-1960,200,260,700
I-1961,150,240,400
I-1962,60,260,560
I-1963,60,280,360
I-1964,60,240,400
I-1965,150,280,400
I-1966,100,240,500
I-1967,150,280,560
I-1968,150,280,480
I-1969,60,280,560
I-1970,150,240,360
I-1971,100,240,700
I-1972,100,280,560
I-1973,150,280,500
I-1974,100,260,400
I-1975,200,240,400
I-1976,100,260,420
I-1977,200,240,420
I-1978,200,280,600
I-1979,200,240,480
I-1980,60,240,400
I-1981,200,240,600
I-1982,200,280,480
I-1983,60,240,400
I-1984,150,260,300
I-1985,200,240,420
I-1986,100,280,300
I-1987,200,240,480
I-1988,100,240,500
I-1989,100,240,600
I-1990,200,260,420
I-1991,100,240,420
I-1992,60,240,480
I-1993,100,280,500
I-1994,150,280,400
I-1995,60,260,300
I-1996,100,240,560
I-1997,60,260,420
I-1998,200,260,700
I-1999,200,260,420
I-2000,60,260,360
I-2001,200,280,500
I-2002,200,280,400
I-2003,100,260,400
I-2004,200,240,600
I-2005,60,240,480
I-2006,100,240,400
I-2007,60,260,420
I-2008,100,260,700
I-2009,60,280,400
I-2010,100,260,300
I-2011,60,260,600
I-2012,150,280,300
I-2013,200,240,300
I-2014,150,280,300
I-2015,100,280,480
I-2016,100,240,400
I-2017,60,260,700
I-2018,100,260,700
I-2019,100,280,700
I-2020,200,240,500
I-2021,200,240,300
I-2022,100,240,300
I-2023,200,280,360
I-2024,150,260,600
I-2025,100,280,480
I-2026,100,280,480
I-2027,100,280,400
I-2028,200,260,560
I-2029,200,240,420
I-2030,150,260,480
I-2031,150,260,480
I-2032,60,260,360
I-2033,200,260,420
I-2034,150,260,420
I-2035,60,260,300
I-2036,150,240,400
I-2037,60,280,560
I-2038,100,260,360
I-2039,60,240,500
I-2040,200,240,400
I-2041,100,260,400
I-2042,150,280,700
I-2043,100,260,600
I-2044,150,260,480
I-2045,150,260,600
I-2046,100,280,300
I-2047,100,240,700
I-2048,150,280,700
I-2049,60,260,600
I-2050,100,280,500
I-2051,200,240,700
I-2052,60,280,700
I-2053,200,260,500
I-2054,200,260,700
I-2055,100,240,400
I-2056,150,280,360
I-2057,100,260,300
I-2058,100,240,400
I-2059,150,280,360
I-2060,100,260,500
I-2061,60,260,360
I-2062,60,260,420
I-2063,60,240,360
I-2064,150,280,480
I-2065,150,260,360
I-2066,60,240,420
I-2067,200,280,360
I-2068,100,260,480
I-2069,60,260,300
I-2070,150,280,420
I-2071,60,260,600
I-2072,100,280,420
I-2073,150,260,400
I-2074,100,280,420
I-2075,100,280,560
I-2076,150,260,300
I-2077,150,260,700
I-2078,100,240,600
I-2079,200,240,560
I-2080,150,260,480
I-2081,100,240,400
I-2082,150,280,700
I-2083,200,280,600
I-2084,100,240,500
I-2085,150,240,560
I-2086,60,280,500
I-2087,150,260,420
I-2088,200,260,480
I-2089,200,260,420
I-2090,60,240,560
I-2091,100,240,700
I-2092,200,240,480
I-2093,60,280,480
I-2094,100,280,400
I-2095,100,260,500
I-2096,200,280,500
I-2097,200,260,360
I-2098,100,280,600
I-2099,150,280,400
I-2100,200,280,400
I-2101,100,240,360
I-2102,150,260,360
I-2103,100,260,480
I-2104,150,280,600
I-2105,200,260,600
I-2106,100,240,400
I-2107,60,280,420
I-2108,150,280,700
I-2109,200,280,400
I-2110,200,240,480
I-2111,200,280,360
I-2112,100,280,560
I-2113,200,280,400
I-2114,150,240,480
I-2115,60,240,600
I-2116,150,260,700
I-2117,100,280,560
I-2118,200,240,400
I-2119,60,280,500
I-2120,150,240,500
I-2121,150,280,420
I-2122,60,240,700
I-2123,100,280,500
I-2124,100,240,400
I-2125,200,260,480
I-2126,200,280,480
I-2127,60,240,560
I-2128,60,240,700
I-2129,100,260,300
I-2130,200,280,600
I-2131,100,240,500
I-2132,60,280,360
I-2133,100,240,360
I-2134,100,280,700
I-2135,150,240,420
I-2136,200,260,500
I-2137,150,260,420
I-2138,200,260,360
I-2139,100,280,500
I-2140,100,240,500
I-2141,150,240,420
I-2142,150,260,700
I-2143,60,260,420
I-2144,200,280,300
I-2145,60,260,700
I-2146,100,260,360
I-2147,100,240,700
I-2148,100,260,600
I-2149,150,260,500
I-2150,200,260,560
I-2151,150,260,560
I-2152,100,240,300
I-2153,60,260,600
I-2154,150,240,560
I-2155,60,280,500
I-2156,100,240,400
I-2157,200,280,400
I-2158,60,240,480
I-2159,150,260,400
I-2160,60,240,500
I-2161,100,240,500
I-2162,100,240,420
I-2163,150,260,420
I-2164,150,260,700
I-2165,100,280,600
I-2166,60,280,420
I-2167,100,240,700
I-2168,150,240,600
I-2169,60,240,400
I-2170,100,280,500
I-2171,150,280,480
I-2172,200,280,500
I-2173,60,240,480
I-2174,200,240,360
I-2175,200,280,600
I-2176,100,260,400
I-2177,100,240,420
I-2178,150,260,360
I-2179,100,240,400
I-2180,200,280,600
I-2181,60,280,480
I-2182,150,280,700
I-2183,150,240,600
I-2184,60,240,360
I-2185,60,240,700
I-2186,60,240,300
I-2187,60,260,400
I-2188,100,240,400
I-2189,60,280,360
I-2190,200,280,360
I-2191,150,260,420
I-2192,60,240,500
I-2193,100,280,700
I-2194,100,240,700
I-2195,100,280,360
I-2196,100,260,480
I-2197,60,260,360
I-2198,150,280,480
I-2199,100,240,600
I-2200,200,280,560
I-2201,60,240,360
I-2202,100,280,420
I-2203,60,240,360
I-2204,60,260,360
I-2205,100,260,560
I-2206,60,240,400
I-2207,100,280,700
I-2208,100,280,480
I-2209,200,240,300
I-2210,100,260,500
I-2211,150,280,560
I-2212,100,280,420
I-2213,200,260,480
I-2214,60,240,420
I-2215,150,280,500
I-2216,200,280,560
I-2217,60,260,560
I-2218,200,260,480
I-2219,100,240,300
I-2220,150,280,600
I-2221,200,280,500
I-2222,150,260,700
I-2223,200,280,700
I-2224,60,280,600
I-2225,60,260,480
I-2226,60,260,420
I-2227,150,240,560
I-2228,200,260,420
I-2229,60,240,300
I-2230,100,280,420
I-2231,60,280,700
I-2232,200,240,560
I-2233,200,260,360
I-2234,200,280,500
I-2235,100,240,600
I-2236,60,240,420
I-2237,100,280,500
I-2238,60,260,480
I-2239,200,240,360
I-2240,200,260,500
I-2241,100,240,560
I-2242,100,260,560
I-2243,60,280,360
I-2244,200,280,700
I-2245,100,260,700
I-2246,200,260,420
I-2247,150,240,400
I-2248,150,240,360
I-2249,60,240,360
I-2250,150,260,480
I-2251,100,260,300
I-2252,200,240,480
I-2253,100,240,400
I-2254,100,280,400
I-2255,200,280,360
I-2256,100,280,360
I-2257,60,240,420
I-2258,150,280,400
I-2259,60,240,300
I-2260,150,240,560
I-2261,60,280,600
I-2262,100,280,400
I-2263,200,260,500
I-2264,60,240,400
I-2265,150,260,420
I-2266,200,240,300
I-2267,60,260,600
I-2268,100,280,300
I-2269,200,240,300
I-2270,150,260,420
I-2271,100,260,400
I-2272,100,260,480
I-2273,200,280,360
I-2274,100,280,500
I-2275,100,260,300
I-2276,150,260,600
I-2277,100,240,600
I-2278,150,280,300
I-2279,200,280,700
I-2280,60,240,560
I-2281,200,280,600
I-2282,150,260,360
I-2283,200,260,700
I-2284,100,240,400
I-2285,150,280,600
I-2286,200,280,360
I-2287,200,260,360
I-2288,200,280,500
I-2289,150,260,420
I-2290,200,240,700
I-2291,100,260,700
I-2292,100,280,300
I-2293,100,260,560
I-2294,100,240,500
I-2295,100,280,600
I-2296,100,240,480
I-2297,60,240,700
I-2298,200,260,400
I-2299,200,260,300
I-2300,150,260,480
I-2301,100,240,420
I-2302,150,240,500
I-2303,150,260,500
I-2304,100,260,560
I-2305,60,280,480
I-2306,100,280,560
I-2307,150,280,420
I-2308,60,260,560
I-2309,150,260,360
I-2310,200,280,500
I-2311,150,280,500
I-2312,60,280,480
I-2313,100,280,480
I-2314,60,260,560
I-2315,60,240,560
I-2316,200,260,560
I-2317,60,260,300
I-2318,100,260,560
I-2319,200,280,700
I-2320,200,260,560
I-2321,150,240,600
I-2322,100,260,560
I-2323,60,240,300
I-2324,200,280,400
I-2325,100,280,420
I-2326,100,260,300
I-2327,100,260,480
I-2328,150,240,360
I-2329,100,260,700
I-2330,200,280,480
I-2331,60,260,500
I-2332,150,260,420
I-2333,60,240,700
I-2334,60,280,420
I-2335,100,280,560
I-2336,200,280,360
I-2337,150,280,360
I-2338,150,280,480
I-2339,150,260,300
I-2340,150,240,420
I-2341,100,280,400
I-2342,200,240,300
I-2343,150,260,360
I-2344,60,280,480
I-2345,60,280,420
I-2346,200,240,480
I-2347,150,260,560
I-2348,60,280,400
I-2349,60,240,360
I-2350,60,280,420
I-2351,60,280,420
I-2352,60,240,700
I-2353,150,260,560
I-2354,100,280,420
I-2355,150,240,560
I-2356,200,240,360
I-2357,100,240,400
I-2358,100,280,400
I-2359,150,260,600
I-2360,200,260,300
I-2361,200,280,600
I-2362,200,280,600
I-2363,200,260,360
I-2364,60,240,500
I-2365,60,260,480
I-2366,150,280,560
I-2367,100,260,400
I-2368,60,240,360
I-2369,100,280,480
I-2370,200,260,300
I-2371,200,260,420
I-2372,200,260,560
I-2373,150,240,420
I-2374,100,240,480
I-2375,100,280,480
I-2376,200,280,420
I-2377,60,260,500
I-2378,100,240,480
I-2379,200,280,560
I-2380,60,260,700
I-2381,150,260,500
I-2382,150,260,700
I-2383,200,260,560
I-2384,60,260,480
I-2385,150,260,560
I-2386,150,240,600
I-2387,60,240,480
I-2388,100,240,600
I-2389,60,280,600
I-2390,100,280,600
I-2391,200,280,500
I-2392,60,280,700
I-2393,60,280,360
I-2394,150,280,700
I-2395,150,260,500
I-2396,150,240,700
I-2397,100,280,480
I-2398,150,240,400
I-2399,100,260,360
I-2400,100,280,500
I-2401,100,280,420
I-2402,200,280,600
I-2403,100,260,480
I-2404,200,280,420
I-2405,60,280,600
I-2406,100,260,420
I-2407,100,240,300
I-2408,60,260,400
I-2409,200,280,600
I-2410,150,280,500
I-2411,150,260,300
I-2412,100,240,700
I-2413,100,280,600
I-2414,100,240,560
I-2415,100,240,560
I-2416,100,240,500
I-2417,150,240,300
I-2418,150,240,360
I-2419,150,280,480
I-2420,100,240,400
I-2421,100,240,600
I-2422,60,280,500
I-2423,60,240,360
I-2424,100,280,560
I-2425,150,240,500
I-2426,100,240,300
I-2427,200,280,420
I-2428,150,240,480
I-2429,200,280,480
I-2430,100,280,300
I-2431,200,260,400
I-2432,100,240,600
I-2433,150,260,480
I-2434,150,280,700
I-2435,200,260,360
I-2436,200,260,300
I-2437,150,240,700
I-2438,200,240,400
I-2439,100,260,700
I-2440,100,280,420
I-2441,200,260,480
I-2442,100,260,360
I-2443,150,280,360
I-2444,100,280,600
I-2445,60,240,560
I-2446,100,240,300
I-2447,150,280,360
I-2448,200,240,600
I-2449,100,260,600
I-2450,100,240,360
I-2451,60,240,500
I-2452,100,240,300
I-2453,100,260,300
I-2454,100,260,400
I-2455,100,260,420
I-2456,100,240,600
